School Name,School Type,School Level,School Language,Grade Range,Street,Municipality,City,Province,Postal Code,School Website,Latitude,Longitude
Bruce Peninsula District School,Public,Secondary,English,9-12,5 Moore St,"Northern Bruce Peninsula, Municipa",Lion s Head,Ontario,N0H1W0,http://www.bpds.bwdsb.on.ca/,44.98478,-81.2519
Chesley District Community School,Public,Elementary,English,JK-8,231 4th Ave SE,"Arran-Elderslie, Municipality of",Chesley,Ontario,N0G1L0,http://www.cdc.bwdsb.on.ca/,44.30696,-81.0976
Dawnview Public School,Public,Elementary,English,JK-6,149 12th Ave,"Hanover, Town of",Hanover,Ontario,N4N2S8,http://www.dnv.bwdsb.on.ca,44.14548,-81.0209
Dundalk & Proton Community School,Public,Elementary,English,JK-2,251 Young St,"Southgate, Township of",Dundalk,Ontario,N0C1B0,http://www.pro.bwdsb.on.ca/,44.16499,-80.3897
East Ridge Community School,Public,Elementary,English,JK-8,1550 8th Street,"Owen Sound, City of",Owen Sound,Ontario,N4K0A2,http://www.erc.bwdsb.on.ca/,44.56713,-80.9161
Egremont Community School,Public,Elementary,English,JK-8,392141 Grey Road 109 RR 2,"Southgate, Township of",Holstein,Ontario,N0G2A0,http://www.egr.bwdsb.on.ca,44.06142,-80.7596
Elgin Market Public School,Public,Elementary,English,JK-8,305 Queen St,"Kincardine, Municipality of",Kincardine,Ontario,N2Z2R6,http://www.emp.bwdsb.on.ca,44.16484,-81.6435
G C Huston Public School,Public,Elementary,English,JK-8,61 Victoria St,"Saugeen Shores, Town of",Southampton,Ontario,N0H2L0,http://www.hus.bwdsb.on.ca,44.49686,-81.3679
Georgian Bay Community School,Public,Elementary,English,JK-8,197799 Grey Rd 7,"Meaford, Municipality of",Meaford,Ontario,N4L1W7,http://www.gbss.bwdsb.on.ca/,44.59316,-80.58322
Georgian Bay Community School Secondary School,Public,Secondary,English,9-12,197799 Grey Rd 7,"Meaford, Municipality of",Meaford,Ontario,N4L1W7,http://www.gbss.bwdsb.on.ca,44.59316,-80.58322
Grey Highlands Secondary School,Public,Secondary,English,9-12,100 Toronto Rd. S.,"Grey Highlands, Municipality of",Flesherton,Ontario,N0C1E0,http://www.ghss.bwdsb.on.ca,44.25865,-80.5452
Hanover Heights Community School,Public,Elementary,English,JK-8,524 13th St,"Hanover, Town of",Hanover,Ontario,N4N1Y4,http://www.han.bwdsb.on.ca,44.15626,-81.0223
Hepworth Central Public School,Public,Elementary,English,JK-8,402 Bruce Street,The South Bruce Peninsula,Hepworth,Ontario,N0H1P0,http://www.hep.bwdsb.on.ca,44.63228,-81.1363
Highpoint Community Elementary School,Public,Elementary,English,1-8,351 Main St W,"Southgate, Township of",Dundalk,Ontario,N0C1B0,http://www.hpe.bwdsb.on.ca,44.16386,-80.3986
Hillcrest Central School,Public,Elementary,English,JK-8,31 Hillcrest St,"South Bruce, Municipality of",Teeswater,Ontario,N0G2S0,http://www.tee.bwdsb.on.ca,43.99987,-81.2903
Hillcrest Elementary School,Public,Elementary,English,JK-8,501 8th St W,"Owen Sound, City of",Owen Sound,Ontario,N4K3M8,http://www.hil.bwdsb.on.ca,44.56251,-80.9505
Holland-Chatsworth Central School,Public,Elementary,English,JK-8,777346 Hwy #10 3,"Chatsworth, Township of",Holland Centre,Ontario,N0H1R0,http://www.hol.bwdsb.on.ca,44.41398,-80.8287
Huron Heights Public School,Public,Elementary,English,1-8,785 Russell St,"Kincardine, Municipality of",Kincardine,Ontario,N2Z1S7,http://www.hhe.bwdsb.on.ca,44.16912,-81.6201
John Diefenbaker Senior School,Public,Elementary,English,7-8,201 18Th Ave,"Hanover, Town of",Hanover,Ontario,N4N3S5,,44.14765,-81.01229
John Diefenbaker Senior School,Public,Secondary,English,9-12,201 18Th Ave,"Hanover, Town of",Hanover,Ontario,N4N3S5,http://www.jdss.bwdsb.on.ca,44.14765,-81.01229
Keppel-Sarawak Elementary School,Public,Elementary,English,JK-6,937 24th St W,"Owen Sound, City of",Owen Sound,Ontario,N4K5N4,http://www.kep.bwdsb.on.ca,44.58898,-80.9544
Kincardine District Secondary School,Public,Secondary,English,9-12,885 River Lane,"Kincardine, Municipality of",Kincardine,Ontario,N2Z2B9,http://www.kdss.bwdsb.on.ca,44.17732,-81.6278
Kincardine District Senior School,Public,Elementary,English,7-8,855 River Lane,"Kincardine, Municipality of",Kincardine,Ontario,N2Z2B9,http://www.kdss.bwdsb.on.ca/,44.17695,-81.6282
Kincardine Township-Tiverton Public School,Public,Elementary,English,JK-3,1805 Hwy 21 2,"Kincardine, Municipality of",Kincardine,Ontario,N2Z2X4,http://www.kin.bwdsb.on.ca,44.18603,-81.6068
Lucknow Central Public School,Public,Elementary,English,JK-8,463 Bob St,"Huron-Kinloss, Township of",Lucknow,Ontario,N0G2H0,http://www.luc.bwdsb.on.ca,43.95731,-81.5092
Macphail Memorial Elementary School,Public,Elementary,English,JK-8,49 Campbell St,"Grey Highlands, Municipality of",Flesherton,Ontario,N0C1E0,http://www.mac.bwdsb.on.ca,44.2585,-80.5487
Mildmay-Carrick Central School,Public,Elementary,English,JK-8,1023 Hwy 9,"South Bruce, Municipality of",Mildmay,Ontario,N0G2J0,http://www.mld.bwdsb.on.ca,44.0374,-81.1117
Normanby Community School,Public,Elementary,English,JK-8,574 Louisa Street,"West Grey, Municipality of",Ayton,Ontario,N0G1C0,http://www.nor.bwdsb.on.ca,44.05811,-80.9276
Northport Elementary School,Public,Elementary,English,JK-8,1000 Waterloo St,"Saugeen Shores, Town of",Port Elgin,Ontario,N0H2C2,http://www.nop.bwdsb.on.ca,44.44679,-81.3837
Osprey Central School,Public,Elementary,English,JK-8,408053 Grey Road 4 #1,"Grey Highlands, Municipality of",Maxwell,Ontario,N0C1J0,http://www.osp.bwdsb.on.ca,44.31534,-80.37
Owen Sound District Secondary School Secondary School,Public,Secondary,English,9-12,750 9th St W,"Owen Sound, City of",Owen Sound,Ontario,N4K3P6,http://www.osdss.bwdsb.on.ca,44.56513,-80.9575
Paisley Central School,Public,Elementary,English,JK-8,182 Arnaud St,"Arran-Elderslie, Municipality of",Paisley,Ontario,N0G2N0,http://www.pai.bwdsb.on.ca,44.29813,-81.2736
Peninsula Shores District School,Public,Elementary,English,JK-8,115 George St,The South Bruce Peninsula,Wiarton,Ontario,N0H2T0,http://www.psd.bwdsb.on.ca,44.74086,-81.1507
Peninsula Shores District School,Public,Secondary,English,9-12,115 George St,The South Bruce Peninsula,Wiarton,Ontario,N0H2T0,http://www.psd.bwdsb.on.ca,44.74067,-81.1492
Port Elgin-Saugeen Central School,Public,Elementary,English,JK-8,504 Catherine St,"Saugeen Shores, Town of",Port Elgin,Ontario,N0H2C1,http://www.pte.bwdsb.on.ca,44.43482,-81.3942
Ripley-Huron Community - Junior Campus School,Public,Elementary,English,JK-8,2 Queen Street 4,"Arran-Elderslie, Municipality of",Ripley,Ontario,N0G2R0,http://www.rip.bwdsb.on.ca,44.07316,-81.5823
Saugeen District Secondary School,Public,Secondary,English,9-12,780 Gustavus St,"Saugeen Shores, Town of",Port Elgin,Ontario,N0H2C4,http://www.sdss.bwdsb.on.ca,44.4329,-81.3834
Saugeen District Senior School,Public,Elementary,English,7-8,780 Gustavus Street,"Saugeen Shores, Town of",Port Elgin,Ontario,N0H2C4,http://www.sdss.bwdsb.on.ca,44.43179,-81.3847
Spruce Ridge Community School,Public,Elementary,English,JK-8,239 Kincardine Street,"West Grey, Municipality of",Durham,Ontario,N0G1R0,http://www.spr.bwdsb.on.ca,44.17444,-80.8128
St Edmunds Public School,Public,Elementary,English,JK-3,21 Centennial Drive,"Northern Bruce Peninsula, Municipa",Tobermory,Ontario,N0H2R0,http://www.sed.bwdsb.on.ca/,45.22907,-81.6623
Sullivan Community School,Public,Elementary,English,JK-8,136285 Grey Rd 40 3,"Chatsworth, Township of",Chatsworth,Ontario,N0H1G0,http://www.sul.bwdsb.on.ca,44.40274,-80.9897
Walkerton District Community School,Public,Elementary,English,JK-8,1320 Yonge St. S,"Brockton, Municipality of",Walkerton,Ontario,N0G2V0,http://www.wdcs.bwdsb.on.ca/,44.11726,-81.1476
Walkerton District Community School,Public,Secondary,English,9-12,1320 Yonge St South,"Brockton, Municipality of",Walkerton,Ontario,N0G2V0,http://www.wdss.bwdsb.on.ca,44.11732,-81.1477
Assumption College School High School,Catholic,Secondary,English,9-12,257 Shellard Lane,"Brantford, City of",Brantford,Ontario,N3T0M7,http://www.assumptionlions.com/,43.12153,-80.2974
Blessed Sacrament School,Catholic,Elementary,English,JK-8,185 King St W,"Brant, County of",Burford,Ontario,N0E1A0,http://www.blessedsacramentburford.ca/,43.10081,-80.443
Christ the King School,Catholic,Elementary,English,JK-8,165 Dufferin Ave,"Brantford, City of",Brantford,Ontario,N3T4R4,http://www.christthekingbrantford.ca/,43.14795,-80.2832
Holy Cross School,Catholic,Elementary,English,JK-8,358 Marlborough St,"Brantford, City of",Brantford,Ontario,N3S4V1,http://www.holycrossbrantford.ca/,43.14676,-80.2419
Holy Family School,Catholic,Elementary,English,JK-8,20 Sunset Dr,"Brant, County of",Paris,Ontario,N3L3W4,http://www.holyfamilyparis.ca/,43.20659,-80.3899
Holy Trinity Catholic High School,Catholic,Secondary,English,9-12,128 Evergreen Hill Rd,Norfolk County,Simcoe,Ontario,N3Y4N5,http://www.trinitycatholic.ca/,42.82441,-80.3115
Madonna Della Libera Catholic Elementary School,Catholic,Elementary,English,JK-8,120 NINTH AVE,"Brantford, City of",BRANTFORD,Ontario,N3S1E7,http://www.jeanvanierbrantford.ca/,43.1212,-80.2496
Notre Dame Catholic Catholic Elementary School,Catholic,Elementary,English,JK-8,35 Braemar Ave,Haldimand County,Caledonia,Ontario,N3W2M5,http://www.notredamecaledonia.ca/,43.06181,-79.9638
Notre Dame School,Catholic,Elementary,English,JK-8,238 Brantwood Park Rd,"Brantford, City of",Brantford,Ontario,N3P1N9,http://www.notredamebrantford.ca/,43.18154,-80.236
Our Lady of Fatima School,Catholic,Elementary,English,JK-8,120 Talbot Rd,Norfolk County,Courtland,Ontario,N0J1E0,http://www.ourladyoffatimacourtland.ca/,42.83766,-80.6339
Our Lady of Providence Catholic Elementary School,Catholic,Elementary,English,JK-8,55 Kent Rd,"Brantford, City of",Brantford,Ontario,N3R7X8,http://www.olop.ca/,43.17546,-80.2852
Resurrection School,Catholic,Elementary,English,JK-8,17 Ravenwood Rd,"Brantford, City of",Brantford,Ontario,N3R6L4,http://www.resurrectionbrantford.ca/,43.18063,-80.258
Sacred Heart Catholic Elementary School,Catholic,Elementary,English,JK-8,180 GRANDVILLE CIR,"Brant, County of",PARIS,Ontario,N3L0A9,http://www.sacredheartparis.ca/,43.22801,-80.4171
Sacred Heart School,Catholic,Elementary,English,JK-8,26 Albert St,Norfolk County,Langton,Ontario,N0E1G0,http://www.sacredheartlangton.ca/,42.74055,-80.5818
St John's College,Catholic,Secondary,English,9-12,80 Paris Rd,"Brantford, City of",Brantford,Ontario,N3R1H9,http://www.sjconline.ca/,43.16038,-80.2885
St. Basil Catholic Elementary School,Catholic,Elementary,English,JK-8,365 Blackburn Drive,"Brantford, City of",Brantford,Ontario,N3T0G5,http://www.stbasilbrantford.ca/,43.11262,-80.2969
St. Bernard of Clairvaux School,Catholic,Elementary,English,JK-8,250 Washington St,Norfolk County,Waterford,Ontario,N0E1Y0,http://www.stbernardofclairvauxwaterford.ca/,42.9263,-80.2931
St. Cecilia's School,Catholic,Elementary,English,JK-8,3 Lynn Park Ave,Norfolk County,Port Dover,Ontario,N0A1N5,http://www.stceciliaportdover.ca/,42.79584,-80.2219
St. Frances Cabrini School,Catholic,Elementary,English,JK-8,373 Northern Ave,Norfolk County,Delhi,Ontario,N4B2R4,http://www.stfrancescabrinidelhi.ca/,42.85253,-80.4887
St. Gabriel Catholic Catholic Elementary School,Catholic,Elementary,English,JK-8,14 Flanders Dr,"Brantford, City of",Brantford,Ontario,N3T6M2,http://www.stgabrielbrantford.ca/,43.12416,-80.2943
St. Joseph's School,Catholic,Elementary,English,JK-8,34 Potts Rd,Norfolk County,Simcoe,Ontario,N3Y2S8,http://www.stjosephsimcoe.ca/,42.83245,-80.2952
St. Leo School,Catholic,Elementary,English,JK-8,233 Memorial Dr,"Brantford, City of",Brantford,Ontario,N3R5T2,http://www.stleobrantford.ca/,43.18406,-80.2685
St. Mary Catholic Learning Centre,Catholic,Secondary,English,9-12,455 Colborne Street,"Brantford, City of",Brantford,Ontario,N3S3N8,http://www.stmaryclc.ca/,43.13889,-80.251
St. Mary Catholic Learning Centre Day,Catholic,Secondary,English,9-12,455 Colborne Street,"Brantford, City of",Brantford,Ontario,N3S3N8,http://www.stmaryclc.ca/,43.13919,-80.2509
St. Mary's School,Catholic,Elementary,English,JK-8,92 Main Street South,Haldimand County,Hagersville,Ontario,N0A1H0,http://www.stmaryhagersville.ca/,42.9571,-80.0572
St. Michael's C School,Catholic,Elementary,English,JK-8,972 St. John's RD,Norfolk County,SIMCOE,Ontario,N3Y4K1,http://www.stmichaelwalsh.ca/,42.76425,-80.3869
St. Michael's School,Catholic,Elementary,English,JK-8,209 Alder Street West,Haldimand County,Dunnville,Ontario,N1A1R3,http://www.stmichaeldunnville.ca/,42.90629,-79.6201
St. Patrick School,Catholic,Elementary,English,JK-8,320 Fairview Dr,"Brantford, City of",Brantford,Ontario,N3R2X6,http://www.stpatrickbrantford.ca/,43.1699,-80.2592
St. Patrick's School,Catholic,Elementary,English,JK-8,81 Orkney St E,Haldimand County,Caledonia,Ontario,N3W1L3,http://www.stpatrickcaledonia.ca/,43.07555,-79.9473
St. Peter School,Catholic,Elementary,English,JK-8,175 Glenwood Dr,"Brantford, City of",Brantford,Ontario,N3S3H1,http://www.stpeterbrantford.ca/,43.14332,-80.2197
St. Pius X Catholic Elementary School,Catholic,Elementary,English,JK-8,127 Wood St,"Brantford, City of",Brantford,Ontario,N3R2L4,http://www.stpiusxbrantford.ca/,43.16488,-80.2723
St. Stephen's School,Catholic,Elementary,English,JK-8,17 Brant Street West,Haldimand County,Cayuga,Ontario,N0A1E0,http://www.ststephencayuga.ca/,42.94849,-79.8579
St. Theresa School,Catholic,Elementary,English,JK-8,12 Dalewood Ave RR 4,"Brantford, City of",Brantford,Ontario,N3T0M5,http://www.sttheresabrantford.ca/,43.13095,-80.3284
Ecole Immaculee-Conception Separate School,Catholic,Elementary,English,JK-8,201 Concession 12,"South Bruce, Municipality of",Formosa,Ontario,N0G1W0,http://ics.bgcdsb.org/,44.06793,-81.2104
Holy Family Separate School,Catholic,Elementary,English,JK-8,334 10th Ave,"Hanover, Town of",Hanover,Ontario,N4N2N5,http://hfs.bgcdsb.org/,44.14849,-81.0259
Mary Immaculate Community School,Catholic,Elementary,English,JK-8,6 Ann St,"Brockton, Municipality of",Chepstow,Ontario,N0G1K0,http://misbgcdsb.sharpschool.com/,44.15323,-81.2792
Notre Dame Catholic School,Catholic,Elementary,English,1-8,885 25th Street E,"Owen Sound, City of",Owen Sound,Ontario,N4K6X6,http://ndmbgcdsb.sharpschool.com/,44.58869,-80.9224
Sacred Heart High School,Catholic,Secondary,English,9-12,450 Robinson St,"Brockton, Municipality of",Walkerton,Ontario,N0G2V0,http://shhs.bgcdsb.org/,44.12717,-81.1436
Sacred Heart School,Catholic,Elementary,English,JK-8,18 Peter St,"South Bruce, Municipality of",Mildmay,Ontario,N0G2J0,http://mshbgcdsb.sharpschool.com/,44.04037,-81.117
Sacred Heart Separate School,Catholic,Elementary,English,JK-8,18 Gordon St,"South Bruce, Municipality of",Teeswater,Ontario,N0G2S0,http://tshbgcdsb.sharpschool.com/,43.99533,-81.2887
St Anthony's Separate School,Catholic,Elementary,English,JK-8,709 Russell St,"Kincardine, Municipality of",Kincardine,Ontario,N2Z1R1,http://stabgcdsb.sharpschool.com/home/,44.17023,-81.6228
St Basil's Separate School,Catholic,Elementary,English,JK-2,925 9th Ave W,"Owen Sound, City of",Owen Sound,Ontario,N4K4N8,http://stbbgcdsb.sharpschool.com/,44.56372,-80.9608
St Joseph's School,Catholic,Elementary,English,JK-8,584 STAFFORD ST,"Saugeen Shores, Town of",PORT ELGIN,Ontario,N0H2C1,http://stjbgcdsb.sharpschool.com/,44.43693,-81.3926
St Mary's High School,Catholic,Secondary,English,9-12,555 15th St E,"Owen Sound, City of",Owen Sound,Ontario,N4K1X2,http://smhs.bgcdsb.org/,44.57386,-80.9341
St Peter's & St Paul's Separate School,Catholic,Elementary,English,JK-8,190 John St W,"West Grey, Municipality of",Durham,Ontario,N0G1R0,http://stp.bgcdsb.org/,44.18514,-80.8221
St Teresa of Calcutta Catholic School,Catholic,Elementary,English,JK-8,81 Cemetery Rd,"Brockton, Municipality of",Walkerton,Ontario,N0G2V0,http://mtsbgcdsb.sharpschool.com/,44.11552,-81.1478
Bishop Macdonell Separate School,Catholic,Elementary,English,JK-6,300 Adolphus St.,"Cornwall, City of",Cornwall,Ontario,K6H3S6,http://www.bishopmacdonell.cdsbeo.on.ca/,45.0218,-74.724
Holy Cross School,Catholic,Elementary,English,JK-6,521 Clothier Street West,"North Grenville, Municipality of",Kemptville,Ontario,K0G1J0,www.holycross.cdsbeo.on.ca,45.0125,-75.6543
Holy Name of Mary Separate School,Catholic,Elementary,English,JK-8,110 Paterson St,"Mississippi Mills, Municipality of",Almonte,Ontario,K0A1A0,www.hnom.cdsbeo.on.ca,45.2309,-76.1834
Holy Trinity Catholic Elementary School,Catholic,Elementary,English,7-8,18044 Tyotown Road 1,"South Glengarry, Township of",Cornwall,Ontario,K6H5R5,http://www.holytrinityfalcons.cdsbeo.on.ca/,45.0446,-74.6705
Holy Trinity Catholic Secondary School,Catholic,Secondary,English,9-12,18044 Tyotown Rd 1,"South Glengarry, Township of",Cornwall,Ontario,K6H5R5,http://www.holytrinityfalcons.cdsbeo.on.ca/,45.0476,-74.6726
Iona Academy,Catholic,Elementary,English,JK-8,20019 County Road 18,"South Glengarry, Township of",Williamstown,Ontario,K0C2J0,http://www.ionaacademy.cdsbeo.on.ca,45.2141,-74.5961
J L Jordan Separate School,Catholic,Elementary,English,JK-6,294 First Ave,"Brockville, City of",Brockville,Ontario,K6V3B7,http://www.jljordan.cdsbeo.on.ca/,44.60939,-75.6797
Notre Dame Catholic High School,Catholic,Secondary,English,9-12,157 McKenzie St,"Carleton Place, Town of",Carleton Place,Ontario,K7C4P2,http://www.notredame.cdsbeo.on.ca/,45.14297,-76.1583
Notre Dame Catholic Separate School,Catholic,Elementary,English,7-8,157 McKenzie St,"Carleton Place, Town of",Carleton Place,Ontario,K7C4P2,http://www.notredame.cdsbeo.on.ca/,45.14297,-76.1583
Our Lady of Good Counsel Separate School,Catholic,Elementary,English,JK-8,52 Dickinson Dr,"South Stormont, Township of",Ingleside,Ontario,K0C1M0,http://www.ourlady.cdsbeo.on.ca/,45.0034,-74.9915
Sacred Heart School,Catholic,Elementary,English,JK-6,1500 Cumberland Street,"Cornwall, City of",Cornwall,Ontario,K6J5V9,http://www.sacredheart.cdsbeo.on.ca/,45.03578,-74.7434
Sacred Heart of Jesus Separate School,Catholic,Elementary,English,JK-8,134 North St,"Lanark, County of",Lanark,Ontario,K0G1K0,http://www.cdsbeo.on.ca/?school=sacred-heart-of-jesus-catholic-school,45.0189,-76.3693
St Andrew's Separate School,Catholic,Elementary,English,JK-8,17283 County Road 18,"Cornwall, City of",St. Andrew's West,Ontario,K0C2A0,http://www.standrews.cdsbeo.on.ca,45.0965,-74.8003
St Anne's School,Catholic,Elementary,English,JK-6,607 Surgenor Ave,"Cornwall, City of",Cornwall,Ontario,K6J2H5,http://www.stanne.cdsbeo.on.ca,45.0186,-74.7685
St Edward's School,Catholic,Elementary,English,JK-8,51 Bedford St,"Westport, Village of",Westport,Ontario,K0G1X0,http://www.stedward.cdsbeo.on.ca/,44.67964,-76.4024
St Finnan's Catholic School,Catholic,Elementary,English,JK-8,220 Main St,"North Glengarry, Township of",Alexandria,Ontario,K0C1A0,http://stfinnans.cdsbeo.on.ca,45.3051,-74.632
St Francis Xavier Catholic High School,Catholic,Secondary,English,9-12,1235 Russell Rd,"Clarence-Rockland, City of",Hammond,Ontario,K0A2A0,http://www.stfx-hammond.cdsbeo.on.ca,45.421,-75.2134
St Francis Xavier Elementary School,Catholic,Elementary,English,7-8,1235 Russell Rd,"Clarence-Rockland, City of",Hammond,Ontario,K0A2A0,http://www.stfx-hammond.cdsbeo.on.ca,45.4211,-75.2136
St Francis Xavier Separate School,Catholic,Elementary,English,JK-6,74 Church St,"Brockville, City of",Brockville,Ontario,K6V3X6,http://www.stfrancisxavier.cdsbeo.on.ca/,44.5891,-75.6893
